名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）
P2SURF单组分表面活性剂,CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],2.0,0.0,,0.0029000000006747,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.462398 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-],5.0,0.0,,2.500000001887904e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-],5.0,0.0,,8.599999995176808e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.93449845 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOC(=O)CS(=O)(=O)[O-],0.0,0.0,,0.1699999998519285,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOC(=O)CS(=O)(=O)[O-],0.0,0.0,,0.0660000000696224,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.81954394 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOC(=O)CS(=O)(=O)[O-],0.0,0.0,,0.0220000000090064,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.34242268 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-],1.0,0.0,,0.2000000001547421,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-],1.0,0.0,,0.0530000000487184,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],0.0,0.0,,0.0025000000018879,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-],1.0,0.0,,0.0009099999993271,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.95904139 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-],0.0,0.0,,0.002249999999423,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.35218252 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-],1.0,0.0,,0.0013499999984612,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.13033377 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.0290000000067472,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.462398 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.030000000019365,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.0330000000092787,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,0.0,0.0,,0.030000000019365,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.0048999999996782,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.69019608 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.0062999999934202,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.79934055 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-],1.0,0.0,,0.0014000000010372,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-],0.0,0.0,,0.0007299999997975,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.86332286 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.0,0.0,,0.0179999999957183,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.2552725 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.0,0.0,,0.0020000000015474,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.0,0.0,,0.00022000000009,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.34242268 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],0.0,0.0,,2.000000001547426e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],0.0,0.0,,0.0046000000033727,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.66275783 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-],0.0,0.0,,0.0026000000001747,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.41497335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-],0.0,0.0,,0.0014999999998076,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.17609126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.0,0.0,,0.0052000000043727,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.71600334 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1,0.0,0.0,,0.0005999999994699,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.77815125 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,0.0,,0.0030000000019365,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-],0.0,0.0,,0.0003199999997642,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.50514998 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO,6.0,0.0,,0.0029699999978306,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.47275645 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,9.0,0.0,,0.0031999999976428,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.50514998 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCC(C)CCOCCOCCOCCOCCOCCOCCO,6.0,0.0,,0.1,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCC(C)CCCOCCOCCOCCOCCOCCOCCO,6.0,0.0,,0.0229999999990682,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,0.0,0.0,,0.0052000000043727,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.71600334 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOCCOCCOCCOCCOCCOCCO,6.0,0.0,,0.796000000480816,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.90091307 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[NH3+],0.0,0.0,,0.0147666666835515,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.16928247 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[n+]1cccc2ccccc21,0.0,0.0,,0.0047999999958488,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.68124124 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOCCOCCOCCOCCO,4.0,0.0,,0.0899999999089575,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCOCCOCCOCCOCCOCCO,5.0,0.0,,0.0925000000555831,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.96614173 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CC(C)(C)OCCOCCOCCOCCOCCOCCO,6.0,0.0,,0.9099999993271948,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.95904139 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,C[N+](C)([O-])CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.0,,0.0004700000000695,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.67209786 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC[N+](C)(C)[O-],0.0,0.0,,0.054000000022012,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.73239376 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,9.0,0.0,,0.0129999999908152,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCc1cccc(S(=O)(=O)[O-])c1,0.0,0.0,,0.0014600000007246,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.16435286 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0.0,0.0,,0.0015899999988267,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.20139712 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCC(=O)[O-],0.0,0.0,,0.0940000000866425,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.97312785 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0330200000055674,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.51877707 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCC(C)OS(=O)(=O)[O-],0.0,0.0,,0.0462999999980859,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.66558099 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCC(OC(=O)C(CC(=O)[O-])S(=O)(=O)O)C(CC)CC,0.0,0.0,,0.0025000000018879,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC(=O)[O-],0.0,0.0,,0.0243999999809691,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.38738983 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0645800000474143,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.81009804 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.1332500000924723,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.12466722 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCS(=O)(=O)[O-],0.0,0.0,,0.1549999999392227,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.1903317 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0.0,0.0,,0.0046000000033727,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.66275783 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC(=O)[O-],0.0,0.0,,0.0069000000041744,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.83884909 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCC(C)OS(=O)(=O)[O-],0.0,0.0,,0.0032700000025578,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.51454775 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCC(CCC)OS(=O)(=O)[O-],0.0,0.0,,0.0051200000002849,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.70926996 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCOS(=O)(=O)[O-],0.0,0.0,,0.0160000000126762,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.20411998 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0,0.0,,0.0253994345306629,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.40482405 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCC[n+]1ccccc1,0.0,0.0,,0.194774857372081,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.28953289 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,6.715034835585255e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.82704827 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.0016918516684501,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.22836228 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,0.0,0.0,,0.0012990059370453,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11361114 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,0.0,0.0,,0.0047749275893898,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.67896679 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[N+](C)(C)C,0.0,0.0,,0.010103458105971,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.00447004 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0068646494742004,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.83661837 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCC[n+]1ccccc1,0.0,0.0,,0.0361639269241041,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.55827558 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],3.0,0.0,,7.292872635418485e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.86289863 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],2.0,0.0,,0.0001223913930721,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.08775088 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCOCCOS(=O)(=O)[O-],1.0,0.0,,0.0002046930565082,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.31110311 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCCCOCCOCCOCCOS(=O)(=O)[O-],3.0,0.0,,4.461146589242475e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.64944649 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],2.0,0.0,,9.13165730883212e-05,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.9605496 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCCCCCCCCCCCCCCOCCOS(=O)(=O)[O-],1.0,0.0,,0.0001889307997687,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.27630276 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCO)cc1,1.0,0.0,,0.0002237708430158,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.3498035 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCOCCO)cc1,2.0,0.0,,0.0001179100208057,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.07155072 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCOCCOCCO)cc1,3.0,0.0,,0.0001020587133739,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.00885009 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,4.0,0.0,,0.0001261249502681,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.10080101 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,5.0,0.0,,0.0001495897199061,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.17490175 converted to mol/L; https://github.com/sandialabs/P2SURF
P2SURF单组分表面活性剂,CCCCCC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,6.0,0.0,,0.0002013970203875,,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.30405304 converted to mol/L; https://github.com/sandialabs/P2SURF
