SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCOCCOCCOCCO.CCCCCCCCOCCOCCOCCO,nonionic mixture,3.0,0.0,0.007499999993235582,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.87506126 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOCCOCCOCCOCCOCCO.CCCCCCCCOCCOCCOCCOCCOCCO,nonionic mixture,5.0,0.0,0.009199999992679831,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.96378783 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.009900000009174093,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.9956352 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCOCCO,nonionic mixture,4.0,0.0,0.0006800000004599625,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.83250891 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCOCCOCCO,nonionic mixture,5.0,0.0,0.000759999999508625,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.88081359 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.0008999999990895758,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,0.001,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,0.0003000000001936504,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCO.CCCCCCCCCCCCOCCOCCO,nonionic mixture,2.0,0.0,3.300000000927876e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCO,nonionic mixture,3.0,0.0,5.200000004372708e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.71600334 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCOCCO,nonionic mixture,4.0,0.0,6.400000000237447e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.80617997 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCOCCOCCO,nonionic mixture,5.0,0.0,6.400000000237447e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.80617997 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,7.0,0.0,8.199999992754979e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.91381385 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,0.00010900000001490235,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.0374265 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCOCCOCCOCCOCCOCCO,nonionic mixture,5.0,0.0,4.899999999678287e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.69019608 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,2.6999999990115812e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.43136376 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,1e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,8.999999990895758e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.954242509 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,3.4999999971771144e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.544068044 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,1.6599999998468975e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.220108088 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,7.0,0.0,1.6999999985192859e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.230448921 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,9.0,0.0,2.1000000012866145e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.322219295 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,12.0,0.0,2.2999999999068293e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.361727836 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,15.0,0.0,3.1000000011829645e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.491361694 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,21.0,0.0,3.899999999762034e-06,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=0.591064607 converted to mol/L; https://github.com/sandialabs/P2SURF
OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,nonionic mixture,3.0,0.0,0.0025000000018879035,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,nonionic mixture,4.0,0.0,0.0027999999977936303,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.44715803 converted to mol/L; https://github.com/sandialabs/P2SURF
OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,nonionic mixture,6.0,0.0,0.0036999999994292328,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.56820172 converted to mol/L; https://github.com/sandialabs/P2SURF
OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.OCCOCCOCCOCCOCCOCCOCCOCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,nonionic mixture,8.0,0.0,0.0047999999958488575,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.68124124 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,nonionic mixture,10.0,0.0,0.00033000000009278765,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,nonionic mixture,2.0,0.0,0.00012999999990815275,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,nonionic mixture,3.0,0.0,9.699999994053391e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.98677173 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCO)cc1,nonionic mixture,4.0,0.0,0.00012999999990815275,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,nonionic mixture,5.0,0.0,0.0001499999999807684,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.17609126 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCO)cc1,nonionic mixture,6.0,0.0,0.00021000000012866144,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,nonionic mixture,7.0,0.0,0.00025000000018879034,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1,nonionic mixture,8.0,0.0,0.000279999999779363,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.44715803 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1.CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1,nonionic mixture,9.0,0.0,0.0003000000001936504,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCO.CCCCCCOCCOCCOCCO,nonionic mixture,3.0,0.0,0.1,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=5 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCO,nonionic mixture,3.0,0.0,0.0005999999994699769,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.77815125 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,8.700000007640026e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.93951925 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,8.0,0.0,0.012999999990815261,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,9.0,0.0,0.0012999999990815274,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+].CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.015899999988267906,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.20139712 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+].CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.0038999999997620335,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.59106461 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+].CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic mixture,2.0,0.0,0.0029000000006747214,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.462398 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+].CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic mixture,5.0,0.0,2.5000000018879034e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+].CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+],anionic mixture,5.0,0.0,8.599999995176808e-05,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=1.93449845 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+].CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.20000000015474217,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=5.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+].CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.053000000048718465,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+].CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.0009099999993271958,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=2.95904139 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+].CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.001349999998461278,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.13033377 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+].CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+],anionic mixture,1.0,0.0,0.0014000000010372378,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO.CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.0029699999978306858,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.47275645 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCC(C)CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,9.0,0.0,0.0031999999976428453,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=3.50514998 converted to mol/L; https://github.com/sandialabs/P2SURF
CCC(C)CCOCCOCCOCCOCCOCCOCCO.CCC(C)CCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.1,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=5 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCC(C)CCCOCCOCCOCCOCCOCCOCCO.CCCC(C)CCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.022999999999068294,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCOCCOCCOCCO.CCCCCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.796000000480816,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=5.90091307 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCOCCO.CCCCCCOCCOCCOCCOCCO,nonionic mixture,4.0,0.0,0.08999999990895757,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCOCCOCCO.CCCCCCOCCOCCOCCOCCOCCO,nonionic mixture,5.0,0.0,0.09250000005558316,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.96614173 converted to mol/L; https://github.com/sandialabs/P2SURF
CC(C)(C)OCCOCCOCCOCCOCCOCCO.CC(C)(C)OCCOCCOCCOCCOCCOCCO,nonionic mixture,6.0,0.0,0.9099999993271949,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=5.95904139 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO.CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic mixture,9.0,0.0,0.012999999990815261,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)C1OCCCCCCCC.O[C@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)C1OCCCCCCCC,nonionic mixture,1.0,0.0,0.02539943453066296,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.40482405 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCO.CCCCCCOCCOCCOCCO,nonionic mixture,3.0,0.0,0.0618768098623515,,,,,,P2SURF mixture; updated_CMC-Data-for-mixed-micelle.csv; experimental CMC dataset; mol_fraction_A=0.5; mol_fraction_B=0.5; logCMC(uM)=4.79152791 converted to mol/L; https://github.com/sandialabs/P2SURF
